Palavras,Solucoes
"('o', 'o', 'w', '-', '-', '-', 't', 'w', 't')",67
"('o', 't', '-', 't', 'w', '-', 'w', '-', 'o')",62
"('t', 'w', 't', '-', 'w', '-', '-', 'o', 'o')",68
"('w', 'o', 'w', '-', 't', '-', 't', '-', 'o')",68
"('t', 'o', 'o', '-', '-', '-', 't', 'w', 'w')",0
"('w', 't', 't', 'o', 'w', '-', '-', 'o', '-')",56
"('t', '-', 't', 'o', '-', 'o', 'w', '-', 'w')",200
"('-', 'o', 'o', '-', 't', 'w', '-', 't', 'w')",960
"('-', '-', 'o', 't', 'o', 'w', '-', 'w', 't')",54
"('w', 'o', 't', 'o', '-', 't', '-', 'w', '-')",66
"('t', 'o', 't', 'w', '-', '-', 'o', 'w', '-')",45
"('-', '-', '-', 'o', 't', 'o', 'w', 'w', 't')",75
"('-', 'o', 't', '-', '-', 'w', 'o', 't', 'w')",80
"('o', '-', '-', 'w', 't', 'w', 't', '-', 'o')",69
"('w', 't', 'w', '-', 't', '-', 'o', '-', 'o')",38
"('-', 't', 'o', 'w', '-', 't', 'o', 'w', '-')",57
"('w', '-', 'w', 'o', 't', 't', 'o', '-', '-')",0
"('t', 't', 'w', 'o', 'o', '-', '-', '-', 'w')",0
"('o', 'w', 't', '-', '-', 't', 'o', 'w', '-')",0
"('o', 'o', '-', 'w', '-', 'w', 't', 't', '-')",36
"('-', 'o', 'w', 't', '-', '-', 'w', 'o', 't')",75
"('-', 'o', 'o', 'w', 'w', 't', 't', '-', '-')",79
"('-', 'o', '-', '-', 't', 'w', 'w', 't', 'o')",0
"('o', '-', 'o', 't', 't', '-', '-', 'w', 'w')",99
"('t', '-', '-', 'o', '-', 'w', 'w', 't', 'o')",72
"('-', 'w', 'w', 't', 'o', '-', '-', 'o', 't')",75
"('-', 'w', 'w', '-', 't', 'o', 't', 'o', '-')",48
"('-', '-', 't', 't', 'o', 'w', '-', 'o', 'w')",0
"('-', 'o', '-', 't', 'w', 'w', 't', 'o', '-')",0
"('o', '-', 't', 'w', 'o', 'w', '-', 't', '-')",75
"('o', '-', 'w', '-', 'o', 't', 't', 'w', '-')",63
"('w', '-', 't', 't', 'o', '-', 'w', 'o', '-')",0
"('t', 'o', 'w', '-', '-', 'w', 'o', '-', 't')",51
"('t', 'w', '-', 't', 'o', 'o', '-', 'w', '-')",60
"('t', 'w', 'w', 'o', '-', 'o', 't', '-', '-')",0
"('-', '-', 'w', 't', 't', '-', 'w', 'o', 'o')",93
"('-', 'w', '-', 't', 'o', 't', 'w', 'o', '-')",65
"('-', 'w', 'w', 'o', 't', 't', 'o', '-', '-')",0
"('w', 'o', 't', 'o', '-', 'w', 't', '-', '-')",86
"('-', 't', '-', 't', 'w', 'w', '-', 'o', 'o')",36
"('-', 't', '-', 'w', 't', 'o', 'w', '-', 'o')",0
"('w', 't', 't', 'o', 'w', '-', '-', '-', 'o')",66
"('w', '-', '-', 'o', '-', 't', 'o', 't', 'w')",0
"('-', 'o', '-', 't', 'w', 't', 'o', '-', 'w')",68
"('t', '-', 'o', 'w', '-', 'o', 'w', '-', 't')",0
"('o', 'o', 't', 'w', '-', 'w', '-', '-', 't')",0
"('-', '-', 'w', 't', 'o', 't', '-', 'w', 'o')",72
"('w', '-', 't', 't', '-', 'w', 'o', '-', 'o')",200
"('t', '-', 'o', 't', 'w', 'w', '-', 'o', '-')",58
"('o', '-', '-', 'w', '-', 'o', 't', 't', 'w')",60
"('w', '-', 't', 'o', '-', 't', '-', 'w', 'o')",44
"('t', '-', 'o', '-', '-', 't', 'w', 'o', 'w')",42
"('t', '-', 'w', '-', 'o', 'o', 'w', 't', '-')",57
"('-', 'w', 't', 't', 'o', 'o', '-', '-', 'w')",71
"('w', '-', 'o', 't', 'o', '-', 't', 'w', '-')",0
"('-', 't', 't', '-', 'w', '-', 'o', 'w', 'o')",60
"('-', '-', 'o', 't', 'o', 'w', 't', 'w', '-')",0
"('-', 'w', 'o', '-', '-', 't', 't', 'w', 'o')",0
"('w', 't', '-', 't', 'o', 'o', '-', 'w', '-')",56
"('t', 'o', 'w', '-', 'o', '-', '-', 'w', 't')",54
"('o', '-', 'w', 't', '-', 'o', 'w', '-', 't')",48
"('-', '-', 'w', 'o', 'w', 'o', 't', '-', 't')",36
"('w', 'o', 'w', 't', 't', '-', 'o', '-', '-')",70
"('o', 'o', '-', '-', 'w', 't', 'w', 't', '-')",63
"('w', '-', '-', 'o', 'o', 't', '-', 'w', 't')",120
"('t', '-', 'o', '-', 'w', '-', 'o', 'w', 't')",75
"('-', 'w', 'w', 't', 'o', 'o', 't', '-', '-')",0
"('w', '-', '-', 'w', 'o', '-', 'o', 't', 't')",72
"('o', 'w', '-', '-', 'o', 't', '-', 't', 'w')",52
"('-', 'w', '-', 't', 'o', 'w', 'o', '-', 't')",46
"('o', 'w', '-', 'o', 't', 't', '-', '-', 'w')",70
"('w', 'o', 't', '-', '-', 't', 'w', '-', 'o')",0
"('t', '-', '-', 'o', 'w', 't', 'w', 'o', '-')",45
"('-', 't', 'o', 't', 'o', '-', '-', 'w', 'w')",36
"('t', 'w', '-', 't', 'w', '-', 'o', 'o', '-')",34
"('-', '-', 'w', 'o', 't', 'w', 'o', '-', 't')",0
"('w', '-', 'o', 't', 't', 'w', '-', '-', 'o')",0
"('w', 'o', '-', 't', '-', '-', 'w', 't', 'o')",0
"('w', 't', 'w', 't', '-', '-', 'o', 'o', '-')",36
"('-', '-', 'o', 'w', 'w', 'o', '-', 't', 't')",73
"('w', 'o', 't', 't', 'w', '-', '-', 'o', '-')",0
"('w', 'o', 'w', 'o', '-', '-', 't', '-', 't')",33
"('-', 'w', 'o', 't', 't', 'o', '-', '-', 'w')",73
"('t', '-', 't', '-', 'o', 'w', 'w', 'o', '-')",105
"('t', 'w', '-', '-', 'w', 'o', '-', 'o', 't')",54
"('w', 'o', '-', 'w', 't', '-', 't', '-', 'o')",72
"('o', 'o', '-', '-', '-', 'w', 'w', 't', 't')",93
"('-', '-', 'w', 'w', '-', 't', 'o', 'o', 't')",0
"('-', 'w', 't', '-', '-', 't', 'o', 'w', 'o')",90
"('o', 'w', '-', 't', 't', '-', '-', 'w', 'o')",0
"('t', '-', 'w', 'w', 'o', '-', 'o', '-', 't')",69
"('-', 't', 'w', 'w', '-', 'o', 'o', '-', 't')",86
"('o', '-', '-', '-', 'o', 't', 'w', 'w', 't')",0
"('-', '-', 't', 't', 'w', 'w', 'o', 'o', '-')",84
"('w', '-', 'w', '-', 't', 'o', 'o', '-', 't')",86
"('o', 't', '-', '-', 'o', 'w', '-', 'w', 't')",52
"('w', 't', 'w', '-', 't', 'o', '-', '-', 'o')",0
"('t', '-', 'o', 'w', 'w', '-', 't', 'o', '-')",0
"('o', 't', 'o', '-', '-', 't', 'w', '-', 'w')",36
"('-', '-', 't', 'o', 't', 'w', '-', 'o', 'w')",0
"('o', 't', 'w', '-', '-', '-', 'o', 't', 'w')",0
"('w', '-', 'o', '-', '-', 'w', 't', 't', 'o')",0
"('o', '-', 'w', 't', 't', '-', '-', 'w', 'o')",54
"('t', 't', 'w', 'w', '-', '-', 'o', '-', 'o')",33
"('o', '-', '-', 'w', 'w', 't', 'o', 't', '-')",0
"('w', 'o', 't', 't', '-', 'o', '-', 'w', '-')",58
"('-', 'o', 't', '-', '-', 'o', 'w', 't', 'w')",52
"('-', 'o', 'w', 't', 't', '-', 'w', 'o', '-')",0
"('w', 't', '-', 'w', 'o', '-', 'o', 't', '-')",80
"('-', 't', '-', 'w', 't', 'w', 'o', 'o', '-')",74
"('t', 'w', '-', 'o', 'w', 't', '-', 'o', '-')",73
"('t', 'w', 'o', 'o', '-', '-', '-', 'w', 't')",95
"('-', '-', 'o', 'w', '-', 'w', 'o', 't', 't')",74
"('-', 'o', 'o', '-', '-', 'w', 't', 't', 'w')",0
"('o', 'o', '-', 't', '-', 'w', 'w', '-', 't')",72
"('t', 't', 'o', '-', '-', 'w', '-', 'w', 'o')",90
"('-', 'o', '-', 't', 'w', '-', 'w', 't', 'o')",52
"('-', '-', 'w', 'o', '-', 'w', 't', 'o', 't')",58
"('t', 'o', 'w', 'o', '-', 'w', 't', '-', '-')",0
"('t', '-', 'o', '-', 'o', '-', 't', 'w', 'w')",0
"('w', 'o', 'w', 't', 'o', '-', 't', '-', '-')",0
"('o', 't', 'w', 't', '-', 'w', '-', 'o', '-')",66
"('w', '-', 'w', 't', '-', 'o', '-', 't', 'o')",0
"('t', 'o', 't', '-', 'w', 'o', '-', 'w', '-')",75
"('-', 'o', 't', 'w', 'w', 't', 'o', '-', '-')",53
"('t', '-', '-', '-', 'w', 'o', 'w', 'o', 't')",51
"('-', 'o', 'w', '-', 'o', 'w', '-', 't', 't')",24
"('-', 't', 't', 'o', 'w', '-', 'o', 'w', '-')",0
"('-', 't', '-', 'o', 'w', 'o', 't', '-', 'w')",68
"('o', 't', 'w', '-', 't', '-', 'o', '-', 'w')",0
"('t', '-', '-', 't', '-', 'w', 'o', 'w', 'o')",52
"('o', '-', 't', '-', 'o', 't', 'w', 'w', '-')",53
"('w', 't', 'o', 'w', 't', '-', '-', '-', 'o')",100
"('o', 't', 'w', 'o', '-', 'w', '-', '-', 't')",68
"('w', 'o', 'w', '-', 't', 'o', '-', '-', 't')",71
"('w', 'w', 't', '-', '-', 'o', 'o', '-', 't')",0
"('-', 't', 'w', '-', 'o', '-', 'o', 'w', 't')",62
"('o', 'o', '-', 'w', 't', '-', 't', 'w', '-')",36
"('-', 'w', 'o', 't', '-', '-', 'o', 't', 'w')",76
"('o', 'w', 't', '-', '-', 'w', 't', 'o', '-')",57
"('t', '-', 'w', '-', 'w', 'o', 'o', '-', 't')",56
"('w', 't', '-', 'o', '-', '-', 'o', 't', 'w')",0
"('t', 'o', 't', '-', 'w', 'w', 'o', '-', '-')",69
"('t', 'w', 'w', 't', '-', 'o', '-', 'o', '-')",58
"('w', '-', 't', 't', 'o', 'w', 'o', '-', '-')",48
"('t', 'o', '-', 'o', 'w', 't', 'w', '-', '-')",70
"('-', 'w', '-', 'o', 'o', 't', 't', '-', 'w')",83
"('o', 'w', 't', '-', 't', 'w', '-', '-', 'o')",28
"('o', 'o', 'w', '-', 't', '-', 'w', 't', '-')",0
"('t', '-', '-', 'o', 'o', '-', 'w', 'w', 't')",72
"('-', '-', 't', 'o', 'w', 'w', '-', 'o', 't')",0
"('o', 't', 'o', 'w', 't', 'w', '-', '-', '-')",42
"('o', 't', '-', '-', '-', 't', 'w', 'o', 'w')",62
"('w', 't', 'o', '-', 'o', '-', 'w', 't', '-')",0
"('-', 'w', 'w', '-', 't', '-', 'o', 'o', 't')",62
"('w', 't', 'o', 'w', '-', 't', 'o', '-', '-')",69
"('-', 'o', '-', 'o', 'w', 'w', '-', 't', 't')",36
"('t', 'o', 't', '-', 'o', '-', 'w', 'w', '-')",74
"('o', '-', '-', 't', '-', 'w', 'w', 'o', 't')",72
"('w', 'o', '-', 'w', 'o', 't', '-', 't', '-')",54
"('w', '-', 'o', 't', '-', 'w', '-', 'o', 't')",64
"('w', 'o', '-', 't', 't', '-', 'w', '-', 'o')",0
"('o', 't', '-', '-', '-', 'w', 'w', 'o', 't')",76
"('t', '-', 'w', '-', '-', 'w', 'o', 'o', 't')",46
"('t', '-', 'o', '-', 't', '-', 'o', 'w', 'w')",93
"('-', '-', 'w', 't', 'o', '-', 't', 'w', 'o')",0
"('t', 'o', 't', 'w', '-', '-', 'o', '-', 'w')",69
"('w', 't', 'o', '-', 't', '-', '-', 'o', 'w')",54
"('o', '-', '-', 't', 'w', 'w', '-', 't', 'o')",50
"('-', 'o', '-', 't', 'o', 'w', '-', 't', 'w')",85
"('t', 'o', 't', '-', 'o', '-', '-', 'w', 'w')",68
"('-', '-', 'w', 't', 't', 'o', 'w', '-', 'o')",0
"('-', 'w', 't', 't', 'w', 'o', '-', 'o', '-')",57
"('w', '-', 'o', 'o', 't', '-', 'w', 't', '-')",0
"('w', '-', 't', 'o', '-', 't', 'w', '-', 'o')",0
"('t', 'w', 'o', 't', '-', '-', 'o', '-', 'w')",80
"('-', 't', '-', 't', 'o', 'w', '-', 'o', 'w')",0
"('-', '-', 'o', '-', 'o', 'w', 't', 't', 'w')",0
"('t', 'w', '-', 't', 'w', 'o', '-', '-', 'o')",100
"('w', '-', 'w', 'o', '-', 't', 'o', 't', '-')",0
"('-', 't', 'w', '-', 'o', '-', 'w', 'o', 't')",0
"('-', '-', '-', 'o', 't', 'w', 'w', 'o', 't')",76
"('t', '-', 'o', '-', 'w', 't', '-', 'w', 'o')",0
"('o', 't', '-', '-', 't', 'w', 'w', '-', 'o')",62
"('-', 'w', 't', '-', 'o', '-', 'w', 'o', 't')",0
"('w', '-', 't', '-', 'o', '-', 'w', 'o', 't')",0
"('t', 'w', '-', '-', 'o', 't', 'o', 'w', '-')",65
"('w', '-', 'o', 't', 'o', 'w', 't', '-', '-')",0
"('o', 't', 't', 'w', 'w', '-', '-', 'o', '-')",56
"('t', 'o', '-', 't', 'w', '-', 'o', '-', 'w')",72
"('o', '-', 'o', '-', 't', 't', '-', 'w', 'w')",21
"('-', 'w', 'o', 'o', 'w', 't', '-', '-', 't')",0
"('t', 'w', 'o', '-', 'o', 't', '-', '-', 'w')",71
"('t', 'w', '-', 'w', 't', '-', 'o', '-', 'o')",20
"('w', '-', 't', 't', 'w', '-', 'o', 'o', '-')",36
"('-', 'o', 't', 'w', '-', '-', 'w', 't', 'o')",0
"('-', 't', '-', 'o', 'w', 't', '-', 'o', 'w')",67
"('t', 't', 'w', 'o', '-', '-', 'o', '-', 'w')",0
"('w', 't', 'w', 't', 'o', 'o', '-', '-', '-')",93
"('-', 'o', '-', 'o', 't', 'w', '-', 't', 'w')",0
"('-', '-', 't', 'w', 'w', 'o', 't', '-', 'o')",0
"('-', 'o', 't', '-', 'w', '-', 'w', 'o', 't')",0
"('t', '-', '-', 'o', 't', 'w', 'o', 'w', '-')",0
"('w', 't', '-', 'o', 't', '-', '-', 'w', 'o')",60
"('w', 'o', 't', '-', '-', 't', '-', 'w', 'o')",63
"('o', 't', '-', 'w', 'o', 't', '-', '-', 'w')",66
"('t', 'w', '-', '-', 'o', '-', 't', 'w', 'o')",0
"('t', 't', '-', 'o', '-', 'w', 'w', 'o', '-')",71
"('-', 'w', '-', 'o', 't', 'o', 'w', '-', 't')",68
"('-', 'w', 't', 'o', 'w', '-', 't', '-', 'o')",62
"('o', 'w', 'w', 'o', '-', 't', '-', 't', '-')",58
"('w', 'o', 'o', '-', 't', '-', '-', 'w', 't')",67
"('o', 'w', '-', 'o', 'w', '-', 't', 't', '-')",34
"('-', '-', 'o', 'w', '-', 'w', 't', 'o', 't')",42
"('-', 't', '-', 'w', 't', 'o', '-', 'w', 'o')",85
"('w', '-', 'o', 'o', 't', '-', 't', '-', 'w')",69
"('-', 'w', 't', 't', '-', '-', 'o', 'w', 'o')",0
"('-', 'o', '-', 'w', '-', 'w', 't', 'o', 't')",0
"('o', 'w', 'o', '-', 't', '-', 'w', '-', 't')",68
"('-', '-', 'w', 'o', 't', 't', 'o', 'w', '-')",0
"('o', '-', 'o', 'w', 't', '-', '-', 't', 'w')",95
"('-', 'w', '-', 't', 't', 'o', '-', 'o', 'w')",52
"('w', 'w', '-', '-', 't', 'o', 'o', 't', '-')",0
"('-', '-', 'w', 't', 'o', 'o', 't', '-', 'w')",0
"('w', '-', 'o', '-', 'w', '-', 't', 't', 'o')",0
"('-', 'o', 'w', '-', 'w', 't', 'o', '-', 't')",0
"('t', '-', 'o', 'w', 'o', 'w', '-', '-', 't')",65
"('-', '-', 't', 'w', 'w', 't', '-', 'o', 'o')",73
"('w', 'w', 't', 'o', '-', 't', '-', '-', 'o')",57
"('o', '-', 'w', '-', 't', '-', 't', 'w', 'o')",51
"('w', 'w', 'o', '-', 'o', 't', 't', '-', '-')",79
"('-', '-', 't', 'w', 'o', '-', 't', 'w', 'o')",76
"('t', '-', 'w', 't', '-', 'o', 'o', '-', 'w')",0
"('o', '-', '-', 't', 't', 'o', '-', 'w', 'w')",99
"('t', 'o', '-', 'o', 't', 'w', '-', '-', 'w')",0
"('-', 'o', 't', 'w', '-', 'w', 't', 'o', '-')",105
"('-', 'o', 'w', '-', '-', 't', 't', 'w', 'o')",80
"('w', 'o', '-', 'o', 't', '-', 't', 'w', '-')",36
"('o', 'w', '-', 'w', 't', 'o', 't', '-', '-')",70
"('-', '-', 'o', 't', '-', 'o', 't', 'w', 'w')",0
"('w', '-', 't', 'o', 't', '-', 'w', '-', 'o')",0
"('t', 'w', 'w', '-', '-', 'o', '-', 't', 'o')",0
"('-', 'o', 'w', 't', 'o', '-', 'w', 't', '-')",76
"('t', 'o', '-', 'o', 't', 'w', 'w', '-', '-')",56
"('w', 't', 'o', 't', 'o', 'w', '-', '-', '-')",93
"('t', '-', '-', '-', 'w', 'o', 't', 'w', 'o')",0
"('-', 't', 'o', '-', 't', '-', 'w', 'w', 'o')",120
"('-', 'w', 'w', 't', 't', '-', 'o', '-', 'o')",84
"('o', 'o', '-', 'w', 't', 'w', '-', 't', '-')",0
"('o', '-', 'w', '-', 't', 't', 'o', '-', 'w')",0
"('w', '-', 'w', 't', 't', '-', 'o', '-', 'o')",33
"('o', '-', 't', 'o', '-', 'w', 't', 'w', '-')",72
"('-', 'w', '-', 't', 'w', 'o', 'o', '-', 't')",62
"('o', '-', '-', '-', 't', 'w', 'w', 'o', 't')",76
"('w', 'o', 'w', '-', 't', '-', '-', 'o', 't')",0
"('w', '-', 'w', 't', 'o', 't', '-', '-', 'o')",56
"('t', 't', 'o', '-', '-', 'w', 'o', 'w', '-')",63
"('t', 't', '-', '-', 'w', 'w', '-', 'o', 'o')",36
"('t', 'w', '-', 'w', 'o', 'o', 't', '-', '-')",0
"('t', 'w', '-', '-', '-', 'w', 't', 'o', 'o')",0
"('o', '-', 't', 'o', '-', '-', 'w', 't', 'w')",52
"('t', '-', '-', 'w', 't', 'o', 'w', 'o', '-')",0
"('t', '-', '-', 'o', 'w', 'o', 'w', 't', '-')",45
"('w', '-', 'o', '-', 't', 'w', 't', 'o', '-')",56
"('o', 'w', '-', 't', 'o', 't', '-', 'w', '-')",0
"('o', 'w', '-', '-', 't', 'w', 'o', 't', '-')",0
"('-', '-', 'w', '-', 't', 'o', 't', 'o', 'w')",80
"('-', 'o', 't', '-', 'o', 't', 'w', '-', 'w')",52
"('o', 't', '-', '-', 't', 'o', 'w', 'w', '-')",74
"('w', 't', 'w', '-', 't', 'o', 'o', '-', '-')",66
"('o', 't', '-', 'w', 't', '-', 'o', '-', 'w')",0
"('-', 'o', 't', 't', '-', 'w', 'w', '-', 'o')",86
"('-', 'o', 'w', 'o', '-', 't', '-', 'w', 't')",90
"('t', '-', 'o', 'w', '-', 'o', '-', 't', 'w')",44
"('t', 't', '-', 'o', '-', '-', 'w', 'w', 'o')",72
"('-', 'o', 't', 'w', 'o', '-', 'w', '-', 't')",0
"('o', 't', 'w', '-', '-', 'o', 'w', '-', 't')",86
"('w', 'w', '-', 'o', 't', '-', '-', 'o', 't')",84
"('w', '-', 'o', '-', 'o', 'w', 't', 't', '-')",84
"('w', 'w', 'o', '-', 't', '-', 't', 'o', '-')",63
"('-', 't', 'o', 'w', 'w', '-', 'o', '-', 't')",83
"('-', '-', 'w', 'o', 't', 't', '-', 'w', 'o')",54
"('-', 'w', 'o', '-', 'o', 't', 'w', 't', '-')",48
"('t', 'o', '-', 't', '-', 'w', '-', 'w', 'o')",77
"('o', 'w', 't', '-', 'o', 't', '-', '-', 'w')",73
"('w', '-', 'o', 'w', '-', 't', 'o', '-', 't')",0
"('w', 'w', 'o', '-', 'o', '-', 't', '-', 't')",84
"('o', '-', 't', 'w', '-', '-', 'o', 'w', 't')",0
"('-', 'o', 'w', '-', 't', 'o', '-', 'w', 't')",24
"('t', '-', '-', 'w', '-', 'o', 'o', 'w', 't')",72
"('o', 'o', '-', 'w', '-', '-', 't', 'w', 't')",68
"('-', 't', '-', 't', 'o', 'w', 'w', '-', 'o')",83
"('t', 'w', '-', 'o', '-', '-', 'w', 'o', 't')",44
"('t', 'o', 't', '-', '-', 'w', 'o', 'w', '-')",56
"('w', 'o', 'w', '-', 'o', 't', '-', 't', '-')",57
"('-', 't', 'o', 't', 'o', '-', 'w', 'w', '-')",33
"('o', 'w', '-', 'w', '-', 't', '-', 't', 'o')",54
"('o', 't', '-', 'w', '-', '-', 'w', 't', 'o')",0
"('t', '-', 'w', 'o', '-', '-', 't', 'o', 'w')",0
"('w', '-', 'w', 'o', '-', 'o', 't', '-', 't')",200
"('w', 't', 't', 'o', '-', '-', 'w', 'o', '-')",0
"('w', 'o', '-', 'o', 'w', '-', 't', 't', '-')",200
"('-', 'o', '-', 't', 'w', 'o', 't', 'w', '-')",0
"('o', '-', 't', 'o', 'w', 'w', '-', '-', 't')",0
"('-', 't', 'o', 'w', 't', 'w', '-', '-', 'o')",0
"('w', 'o', '-', 't', '-', 'o', 'w', '-', 't')",0
"('t', 'w', '-', 'w', 'o', '-', '-', 't', 'o')",84
"('-', '-', 't', '-', 't', 'o', 'w', 'w', 'o')",0
"('-', '-', 'o', '-', 'o', 't', 'w', 'w', 't')",0
"('-', 'o', 'o', '-', 't', 't', 'w', 'w', '-')",20
"('-', 'o', 'w', '-', 't', 'o', 't', 'w', '-')",48
"('-', 'w', 't', '-', 't', 'o', 'w', 'o', '-')",48
"('-', 'w', '-', '-', 't', 't', 'o', 'o', 'w')",62
"('t', 'o', '-', 't', '-', '-', 'w', 'o', 'w')",90
"('-', 'w', '-', 't', '-', 'o', 'w', 't', 'o')",105
"('w', '-', '-', 't', 't', 'o', '-', 'w', 'o')",120
"('t', '-', 'o', 't', 'w', 'w', '-', '-', 'o')",0
"('-', 'w', '-', 'o', 'w', 't', 't', '-', 'o')",62
"('-', '-', 'o', 'o', 't', '-', 'w', 'w', 't')",75
"('t', '-', 'w', 'w', '-', 'o', 'o', '-', 't')",48
"('o', 'w', 'w', '-', 't', 'o', '-', 't', '-')",75
"('w', '-', 'w', '-', 't', 't', 'o', 'o', '-')",84
"('t', 'w', 'o', 't', 'o', '-', '-', '-', 'w')",70
"('w', 't', '-', 'o', '-', 'o', 't', '-', 'w')",69
"('t', '-', '-', 'w', '-', 'o', 'w', 't', 'o')",0
"('o', '-', 't', '-', 't', '-', 'w', 'o', 'w')",62
"('-', 'o', 'w', 't', 't', 'w', '-', '-', 'o')",73
"('t', 'o', 'w', '-', '-', 'o', 'w', '-', 't')",56
"('o', '-', '-', 'w', '-', 'o', 't', 'w', 't')",28
"('-', '-', 't', '-', 'o', 'w', 'w', 'o', 't')",0
"('o', 't', '-', '-', 'w', 'o', 't', 'w', '-')",65
"('t', '-', 'w', 'w', 'o', 't', '-', '-', 'o')",56
"('t', 'w', 't', '-', 'o', '-', 'o', 'w', '-')",65
"('t', 'o', '-', 't', '-', 'w', 'w', 'o', '-')",85
"('-', '-', '-', 'w', 'o', 't', 'o', 'w', 't')",105
"('o', 'o', 'w', '-', '-', 't', 't', '-', 'w')",0
"('w', 'o', '-', '-', 'o', '-', 't', 'w', 't')",60
"('t', 't', 'w', '-', 'w', 'o', 'o', '-', '-')",79
"('-', 'w', 'o', 't', '-', 'o', 'w', 't', '-')",48
"('o', 'w', 'o', 't', '-', '-', '-', 'w', 't')",95
"('-', 'w', '-', 'o', 't', 'o', '-', 'w', 't')",0
"('t', '-', '-', 'o', 'w', 'o', 't', 'w', '-')",0
"('-', '-', 't', 'o', 'w', '-', 't', 'o', 'w')",76
"('t', 'w', '-', 'o', 'w', '-', 't', '-', 'o')",0
"('-', 'o', 'w', 'o', 't', 't', '-', '-', 'w')",0
"('o', '-', '-', 'o', 'w', '-', 't', 'w', 't')",90
"('t', '-', '-', 'o', 'w', 't', 'o', '-', 'w')",0
"('w', 'o', 'o', 'w', '-', 't', 't', '-', '-')",69
"('-', '-', 't', 'o', 'w', '-', 'o', 'w', 't')",0
"('w', 't', 't', '-', '-', '-', 'w', 'o', 'o')",0
"('-', 't', 'o', '-', 'w', 'o', 't', 'w', '-')",80
"('o', 'o', '-', 't', 't', '-', 'w', 'w', '-')",200
"('o', '-', 'w', 't', '-', '-', 't', 'o', 'w')",0
"('w', 'o', 'o', 't', '-', 't', 'w', '-', '-')",0
"('t', 'o', 'w', '-', '-', '-', 't', 'o', 'w')",0
"('o', '-', 'w', 't', '-', '-', 'w', 'o', 't')",72
"('w', 't', 'o', '-', '-', 'w', '-', 'o', 't')",72
"('o', 't', 't', 'o', 'w', 'w', '-', '-', '-')",30
"('t', 't', 'w', 'w', '-', 'o', '-', '-', 'o')",0
"('w', '-', '-', 'o', 't', '-', 't', 'o', 'w')",44
"('t', 'w', 'o', 'w', '-', 'o', 't', '-', '-')",0
"('o', 'w', 't', 't', '-', 'o', '-', '-', 'w')",56
"('o', 'o', 'w', '-', 't', '-', 't', 'w', '-')",63
"('t', '-', 'w', 'o', 't', 'w', 'o', '-', '-')",0
"('t', 'o', 't', '-', 'o', 'w', '-', 'w', '-')",57
"('w', 't', 't', '-', '-', 'o', 'w', '-', 'o')",0
"('-', 'w', 't', '-', '-', 'o', 'w', 'o', 't')",80
"('-', '-', 'w', 'w', 't', '-', 't', 'o', 'o')",70
"('w', 'w', 'o', 'o', '-', '-', 't', 't', '-')",36
"('o', 'w', '-', 't', '-', 'o', '-', 't', 'w')",77
"('w', 'w', 'o', 't', '-', 't', 'o', '-', '-')",86
"('t', '-', 't', '-', '-', 'w', 'o', 'o', 'w')",0
"('o', '-', 't', 'w', 'o', '-', 't', '-', 'w')",72
"('w', '-', 'o', '-', 't', 't', '-', 'w', 'o')",0
"('o', 't', 'w', 't', '-', 'w', 'o', '-', '-')",0
"('w', 'o', 't', 'o', '-', '-', 't', '-', 'w')",72
"('-', 't', 'o', 't', 'w', 'w', '-', '-', 'o')",0
"('w', '-', '-', 't', 'w', '-', 't', 'o', 'o')",0
"('-', '-', 't', 'w', 'w', 't', 'o', '-', 'o')",71
"('-', '-', 'w', 't', 't', 'o', 'w', 'o', '-')",63
"('t', '-', 'w', '-', '-', 't', 'o', 'w', 'o')",42
"('w', 'w', '-', '-', 't', 't', 'o', '-', 'o')",84
"('o', 'w', 't', 'w', '-', '-', 't', '-', 'o')",72
"('-', 'w', '-', 'o', 't', 'o', 'w', 't', '-')",65
"('t', 'o', '-', '-', 'o', '-', 't', 'w', 'w')",0
"('-', 'w', 't', 'o', 'o', '-', 'w', '-', 't')",120
"('w', 'o', '-', 't', 'w', '-', '-', 't', 'o')",84
"('t', 'w', '-', 'o', '-', 't', 'o', '-', 'w')",0
"('t', '-', 'w', 't', 'w', 'o', '-', 'o', '-')",58
"('w', '-', 't', 'o', '-', 'o', 't', 'w', '-')",86
"('-', '-', 'w', 'o', '-', 't', 'o', 'w', 't')",0
"('w', 'o', 't', '-', 't', '-', 'w', '-', 'o')",0
"('o', 'w', '-', 'o', 't', 'w', 't', '-', '-')",68
"('-', 'o', 'w', '-', 'o', 't', '-', 't', 'w')",80
"('w', 'o', 't', 't', '-', '-', '-', 'w', 'o')",77
"('o', '-', 't', 'w', 'w', 't', 'o', '-', '-')",0
"('-', 'o', 't', 'w', 't', '-', 'w', '-', 'o')",0
"('-', 'o', 'o', '-', 'w', '-', 'w', 't', 't')",46
"('-', 'w', 't', 'w', 't', '-', 'o', '-', 'o')",84
"('o', 't', 'o', 't', 'w', '-', 'w', '-', '-')",70
"('w', 'o', 't', 'w', '-', 'o', '-', '-', 't')",0
"('-', 'o', 't', 'w', 'o', '-', 't', 'w', '-')",76
"('t', '-', 't', '-', 'o', 'w', '-', 'o', 'w')",0
"('-', '-', 't', 'o', '-', 'w', 'w', 't', 'o')",82
